AnimalID,AnimalType,Breed,Color,Sex,IntakeType,IntakeCondition,AgeInDays,AgeGroup,breed_type,Color_grouped,Season,IntakeMonth,DaysInShelter,OutcomeClass
A701801,Cat,Domestic Shorthair Mix,Black/White,Neutered Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Primavera,5,6,Transfer
A696788,Dog,Dachshund/Chihuahua Shorthair,Black/White,Intact Female,Stray,Normal,270.0,Joven (6m-1a),purebred,Bicolor,Invierno,2,79,Adoption
A696632,Dog,English Bulldog,Sable/White,Intact Male,Stray,Normal,330.0,Joven (6m-1a),purebred,Bicolor,Invierno,2,0,Return to Owner
A703481,Dog,Chihuahua Shorthair Mix,Tan,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Primavera,5,5,Adoption
A476706,Dog,Doberman Pinsch Mix,Chocolate/Tan,Neutered Male,Owner Surrender,Normal,2920.0,Senior (>7a),mix,Bicolor,Invierno,1,5,At Risk
A713541,Dog,Miniature Poodle Mix,Black,Spayed Female,Stray,Normal,3650.0,Senior (>7a),mix,Monocolor,Otoño,10,4,Adoption
A783790,Dog,Great Pyrenees Mix,Tricolor,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Otoño,11,15,Transfer
A813455,Cat,Domestic Shorthair,Blue,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Monocolor,Invierno,2,4,Transfer
A763962,Dog,Yorkshire Terrier Mix,Black/White,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Invierno,12,4,Transfer
A707989,Dog,Pit Bull Mix,Brown Brindle/White,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,7,3,Return to Owner
A789986,Dog,Beagle Mix,Red,Spayed Female,Owner Surrender,Normal,1460.0,Adulto (3-7a),mix,Monocolor,Primavera,3,19,Transfer
A743663,Dog,Cairn Terrier,Black/White,Intact Female,Stray,Injured,1825.0,Adulto (3-7a),purebred,Bicolor,Invierno,2,6,Adoption
A786740,Cat,Domestic Longhair Mix,Black,Spayed Female,Owner Surrender,Normal,5475.0,Senior (>7a),mix,Monocolor,Invierno,12,5,Transfer
A650764,Dog,Australian Cattle Dog/Labrador Retriever,Tan/Cream,Neutered Male,Owner Surrender,Normal,2555.0,Senior (>7a),purebred,Bicolor,Verano,7,230,Adoption
A721306,Dog,Labrador Retriever/Pit Bull,Black/White,Neutered Male,Stray,Normal,1095.0,Adulto (3-7a),purebred,Bicolor,Invierno,2,1,Return to Owner
A788943,Dog,Pit Bull Mix,White/Blue,Intact Female,Stray,Normal,150.0,Cachorro (<6m),mix,Bicolor,Invierno,2,5,Adoption
A736336,Dog,Siberian Husky Mix,White/Black,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,10,0,Return to Owner
A696782,Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,28.0,Cachorro (<6m),mix,Monocolor,Invierno,2,28,Adoption
A775312,Dog,Yorkshire Terrier Mix,Fawn/White,Spayed Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Otoño,11,2,Adoption
A706687,Dog,Labrador Retriever Mix,Chocolate,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Verano,7,9,Transfer
A668405,Cat,Domestic Shorthair Mix,Orange Tabby/White,Neutered Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,12,0,Return to Owner
A747705,Dog,Labrador Retriever Mix,White,Intact Female,Stray,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Primavera,4,8,Transfer
A696582,Dog,Pit Bull Mix,Brown/White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,2,8,Return to Owner
A705401,Cat,Domestic Shorthair Mix,Blue,Intact Female,Stray,Nursing,3.0,Cachorro (<6m),mix,Monocolor,Verano,6,9,Transfer
A748631,Dog,Chihuahua Shorthair Mix,Black,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Primavera,5,4,Adoption
A791719,Dog,Labrador Retriever,Chocolate,Intact Female,Stray,Normal,1095.0,Adulto (3-7a),purebred,Monocolor,Primavera,3,3,Transfer
A795573,Cat,Domestic Shorthair,Black,Intact Male,Stray,Normal,28.0,Cachorro (<6m),purebred,Monocolor,Primavera,5,61,Adoption
A810153,Dog,Australian Cattle Dog,White/Brown,Intact Female,Stray,Normal,30.0,Cachorro (<6m),purebred,Bicolor,Invierno,12,4,Adoption
A667138,Cat,Domestic Medium Hair Mix,White,Neutered Male,Owner Surrender,Normal,4015.0,Senior (>7a),mix,Monocolor,Otoño,11,8,Return to Owner
A676851,Cat,Domestic Shorthair Mix,White/Black,Neutered Male,Stray,Injured,1095.0,Adulto (3-7a),mix,Bicolor,Primavera,4,129,Adoption
A624198,Dog,Catahoula Mix,Black/White,Spayed Female,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,12,7,Adoption
A774501,Dog,Dachshund/Cardigan Welsh Corgi,Tricolor/Brown,Spayed Female,Stray,Normal,5475.0,Senior (>7a),purebred,Bicolor,Verano,6,1,Return to Owner
A768226,Dog,Pit Bull/Rat Terrier,White/Black,Spayed Female,Owner Surrender,Normal,2190.0,Adulto (3-7a),purebred,Bicolor,Primavera,3,0,Adoption
A796924,Cat,Domestic Shorthair,Black,Intact Male,Stray,Nursing,14.0,Cachorro (<6m),purebred,Monocolor,Verano,6,0,Transfer
A802258,Dog,Australian Shepherd/Pit Bull,Brown/White,Spayed Female,Stray,Normal,1095.0,Adulto (3-7a),purebred,Bicolor,Verano,8,5,Return to Owner
A792078,Cat,Domestic Shorthair Mix,Tortie,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Primavera,4,85,Adoption
A810009,Dog,Pointer,Black/White,Intact Female,Stray,Normal,180.0,Joven (6m-1a),purebred,Bicolor,Invierno,12,6,Transfer
A694298,Dog,Labrador Retriever/Pointer,White/Tan,Neutered Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,12,14,Return to Owner
A794520,Dog,German Shepherd,Black/Tan,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Primavera,5,7,Adoption
A736921,Dog,Dachshund Mix,Red,Neutered Male,Public Assist,Normal,2920.0,Senior (>7a),mix,Monocolor,Otoño,10,0,Return to Owner
A814783,Dog,Labrador Retriever,Brown/White,Intact Male,Owner Surrender,Normal,150.0,Cachorro (<6m),purebred,Bicolor,Primavera,3,3,Adoption
A688948,Dog,Dachshund Mix,Tricolor,Spayed Female,Stray,Normal,2190.0,Adulto (3-7a),mix,Monocolor,Otoño,9,0,Return to Owner
A821653,Dog,Chihuahua Shorthair Mix,Tan/White,Intact Male,Stray,Aged,5475.0,Senior (>7a),mix,Bicolor,Verano,8,4,Transfer
A686770,Dog,Pomeranian Mix,Tan,Neutered Male,Public Assist,Normal,4015.0,Senior (>7a),mix,Monocolor,Verano,8,8,Return to Owner
A664931,Dog,Rat Terrier Mix,White/Brown,Neutered Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,12,0,Return to Owner
A735280,Dog,Chihuahua Shorthair Mix,Black/Tan,Intact Female,Stray,Normal,1460.0,Adulto (3-7a),mix,Bicolor,Otoño,9,86,Adoption
A820270,Dog,Labrador Retriever,Black,Intact Female,Stray,Sick,30.0,Cachorro (<6m),purebred,Monocolor,Verano,7,0,Transfer
A810445,Dog,Pit Bull,Blue/White,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,12,5,Adoption
A762743,Dog,Catahoula Mix,White/Blue Merle,Intact Male,Stray,Normal,180.0,Joven (6m-1a),mix,Bicolor,Otoño,11,0,Return to Owner
A693851,Dog,Chihuahua Shorthair Mix,Black/White,Intact Male,Stray,Normal,3650.0,Senior (>7a),mix,Bicolor,Invierno,12,0,At Risk
A727064,Cat,Domestic Shorthair Mix,White/Black,Intact Female,Stray,Normal,28.0,Cachorro (<6m),mix,Bicolor,Primavera,5,40,Adoption
A778423,Dog,Labrador Retriever Mix,Black,Neutered Male,Owner Surrender,Normal,2555.0,Senior (>7a),mix,Monocolor,Invierno,2,8,Adoption
A715299,Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Male,Owner Surrender,Normal,60.0,Cachorro (<6m),mix,Bicolor,Otoño,11,9,Adoption
A678728,Dog,Chihuahua Shorthair/Jack Russell Terrier,White/Tan,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Primavera,5,11,Adoption
A759836,Dog,Pit Bull Mix,White,Intact Male,Stray,Normal,60.0,Cachorro (<6m),mix,Monocolor,Otoño,10,0,Return to Owner
A714610,Dog,Great Pyrenees Mix,White/Brown,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,10,12,Transfer
A750582,Dog,Dalmatian Mix,White/Black,Intact Female,Public Assist,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,5,35,Adoption
A805696,Cat,Domestic Shorthair,Black,Intact Male,Stray,Normal,30.0,Cachorro (<6m),purebred,Monocolor,Otoño,9,44,Adoption
A732457,Cat,Domestic Shorthair Mix,Black,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Verano,8,0,Transfer
A730345,Cat,Domestic Shorthair Mix,Blue,Intact Female,Stray,Normal,90.0,Cachorro (<6m),mix,Monocolor,Verano,7,115,Adoption
A691618,Dog,Labrador Retriever Mix,Black/White,Intact Male,Stray,Normal,90.0,Cachorro (<6m),mix,Bicolor,Otoño,11,8,Adoption
A720394,Dog,Pit Bull Mix,Black/White,Intact Male,Owner Surrender,Normal,1825.0,Adulto (3-7a),mix,Bicolor,Invierno,2,106,Transfer
A810032,Dog,Siberian Husky Mix,Black/White,Intact Male,Public Assist,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,7,12,Return to Owner
A753672,Dog,Beagle Mix,Brown,Intact Female,Stray,Normal,21.0,Cachorro (<6m),mix,Monocolor,Verano,7,1,Transfer
A814096,Cat,Domestic Shorthair Mix,Torbie,Spayed Female,Owner Surrender,Normal,180.0,Joven (6m-1a),mix,Monocolor,Primavera,3,2,Adoption
A790689,Dog,Rhod Ridgeback/Great Dane,Black/White,Intact Male,Owner Surrender,Normal,30.0,Cachorro (<6m),purebred,Bicolor,Primavera,3,2,Adoption
A805514,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Male,Stray,Normal,14.0,Cachorro (<6m),mix,Monocolor,Otoño,9,0,Transfer
A755508,Dog,Labrador Retriever Mix,Tan/White,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Verano,8,4,Adoption
A760227,Dog,Labrador Retriever Mix,Tan/White,Neutered Male,Stray,Normal,60.0,Cachorro (<6m),mix,Bicolor,Otoño,10,0,Return to Owner
A802428,Cat,Domestic Shorthair,Orange Tabby/White,Intact Male,Stray,Normal,60.0,Cachorro (<6m),purebred,Bicolor,Verano,8,9,Adoption
A813051,Cat,Domestic Shorthair,Black,Intact Female,Stray,Normal,60.0,Cachorro (<6m),purebred,Monocolor,Invierno,2,4,Adoption
A750430,Cat,Domestic Medium Hair Mix,Blue/White,Intact Female,Stray,Injured,30.0,Cachorro (<6m),mix,Bicolor,Primavera,5,15,Adoption
A804073,Dog,Miniature Schnauzer Mix,Black/Tan,Intact Female,Owner Surrender,Normal,90.0,Cachorro (<6m),mix,Bicolor,Otoño,9,1,Adoption
A655713,Dog,Chihuahua Shorthair Mix,White/Tan,Neutered Male,Owner Surrender,Normal,1825.0,Adulto (3-7a),mix,Bicolor,Invierno,12,9,Return to Owner
A767399,Cat,Domestic Shorthair Mix,Black,Spayed Female,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Invierno,2,17,Adoption
A758701,Cat,Domestic Shorthair Mix,Blue,Intact Male,Stray,Normal,21.0,Cachorro (<6m),mix,Monocolor,Otoño,9,0,Transfer
A771515,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Normal,21.0,Cachorro (<6m),mix,Monocolor,Primavera,5,29,Adoption
A827319,Cat,Domestic Shorthair Mix,Brown Tabby,Neutered Male,Owner Surrender,Normal,180.0,Joven (6m-1a),mix,Monocolor,Invierno,12,3,Adoption
A668786,Cat,Domestic Medium Hair,Brown Tabby/White,Intact Male,Stray,Sick,120.0,Cachorro (<6m),purebred,Bicolor,Invierno,12,19,Adoption
A762297,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Stray,Normal,60.0,Cachorro (<6m),mix,Monocolor,Otoño,11,4,Adoption
A703494,Cat,Domestic Longhair Mix,Black,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Primavera,5,8,At Risk
A801137,Cat,Domestic Medium Hair,White/Black,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Verano,7,30,Transfer
A700670,Dog,Border Collie Mix,Black,Spayed Female,Stray,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Primavera,4,0,Return to Owner
A717532,Dog,Labrador Retriever Mix,Yellow,Neutered Male,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Primavera,3,10,Adoption
A751553,Cat,Domestic Shorthair Mix,Blue,Intact Male,Stray,Normal,90.0,Cachorro (<6m),mix,Monocolor,Verano,6,14,Transfer
A714644,Cat,Domestic Shorthair Mix,Black,Spayed Female,Owner Surrender,Normal,2920.0,Senior (>7a),mix,Monocolor,Otoño,10,75,Adoption
A732566,Dog,Australian Cattle Dog Mix,White/Brown,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,8,219,Adoption
A765450,Dog,Labrador Retriever Mix,Black/White,Intact Female,Stray,Normal,60.0,Cachorro (<6m),mix,Bicolor,Invierno,1,4,Adoption
A683803,Dog,Border Collie/Great Pyrenees,Black/White,Neutered Male,Stray,Normal,180.0,Joven (6m-1a),purebred,Bicolor,Otoño,11,6,Adoption
A693081,Dog,German Shepherd Mix,Brown/Black,Intact Female,Stray,Normal,150.0,Cachorro (<6m),mix,Bicolor,Invierno,12,5,Adoption
A583262,Dog,American Pit Bull Terrier/Catahoula,Chocolate,Neutered Male,Public Assist,Normal,1825.0,Adulto (3-7a),purebred,Monocolor,Invierno,1,0,Return to Owner
A794147,Dog,Chihuahua Shorthair Mix,Brown,Spayed Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Primavera,5,3,Adoption
A764251,Dog,Miniature Schnauzer Mix,Black/Brown,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Invierno,12,5,Adoption
A764953,Dog,Miniature Poodle,White,Spayed Female,Public Assist,Normal,1825.0,Adulto (3-7a),purebred,Monocolor,Invierno,1,5,Transfer
A807000,Cat,Domestic Shorthair,Brown Tabby/White,Intact Male,Stray,Normal,90.0,Cachorro (<6m),purebred,Bicolor,Otoño,10,8,Adoption
A813332,Dog,Australian Cattle Dog,Black/White,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,2,7,Adoption
A667184,Dog,Belgian Malinois Mix,Tan/Cream,Neutered Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,2,52,Adoption
A673112,Dog,Miniature Schnauzer Mix,White,Spayed Female,Owner Surrender,Normal,1460.0,Adulto (3-7a),mix,Monocolor,Verano,8,4,Adoption
A745674,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Owner Surrender,Normal,120.0,Cachorro (<6m),mix,Monocolor,Primavera,3,9,Transfer
A701558,Dog,Pit Bull Mix,Brown Brindle,Intact Female,Stray,Injured,730.0,Adulto joven (1-3a),mix,Monocolor,Primavera,5,28,Transfer
A697100,Dog,Pit Bull Mix,Black,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Invierno,2,11,Return to Owner
A751805,Cat,Domestic Shorthair,Brown Tabby,Intact Female,Stray,Normal,90.0,Cachorro (<6m),purebred,Monocolor,Verano,6,11,Adoption
A757737,Dog,Australian Kelpie/Catahoula,Black/Tricolor,Neutered Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Otoño,9,0,Return to Owner
A691507,Cat,Domestic Shorthair Mix,Black,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Otoño,11,1,Transfer
A750789,Dog,Chihuahua Shorthair,Tricolor,Intact Female,Stray,Normal,60.0,Cachorro (<6m),purebred,Monocolor,Primavera,5,4,Adoption
A736077,Dog,Chihuahua Shorthair Mix,Tan/White,Intact Male,Stray,Normal,180.0,Joven (6m-1a),mix,Bicolor,Otoño,10,4,Adoption
A767777,Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,180.0,Joven (6m-1a),mix,Monocolor,Primavera,3,4,Transfer
A792053,Dog,Chihuahua Shorthair Mix,Chocolate/Tan,Intact Male,Stray,Injured,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,4,0,Return to Owner
A690075,Cat,Siamese Mix,Lilac Point,Intact Male,Stray,Normal,210.0,Joven (6m-1a),mix,Monocolor,Otoño,10,0,Transfer
A718885,Dog,Carolina Dog Mix,Tan/White,Intact Female,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,1,16,Transfer
A768619,Cat,Domestic Shorthair Mix,Brown Tabby/White,Neutered Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Primavera,3,3,Return to Owner
A781020,Dog,Pit Bull Mix,Blue/White,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,3,0,Return to Owner
A821774,Dog,Great Dane,Blue,Intact Female,Public Assist,Normal,2190.0,Adulto (3-7a),purebred,Monocolor,Verano,8,23,Transfer
A758945,Cat,Domestic Shorthair Mix,Blue,Spayed Female,Owner Surrender,Normal,2555.0,Senior (>7a),mix,Monocolor,Otoño,9,14,Adoption
A758045,Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,21.0,Cachorro (<6m),mix,Monocolor,Otoño,9,63,Adoption
A742991,Cat,Domestic Shorthair Mix,Blue/White,Intact Male,Stray,Normal,210.0,Joven (6m-1a),mix,Bicolor,Invierno,2,9,Adoption
A724753,Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,14.0,Cachorro (<6m),mix,Monocolor,Primavera,4,79,Adoption
A685487,Dog,Akita/Australian Cattle Dog,Brown Brindle,Intact Male,Stray,Injured,730.0,Adulto joven (1-3a),purebred,Monocolor,Verano,8,12,Adoption
A726786,Dog,Rat Terrier Mix,White/Black,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,5,6,Adoption
A761213,Dog,Pointer/Labrador Retriever,White/Black,Neutered Male,Owner Surrender,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,2,44,Adoption
A668204,Dog,German Shepherd Mix,Tan/White,Spayed Female,Stray,Normal,180.0,Joven (6m-1a),mix,Bicolor,Otoño,11,8,Adoption
A775288,Dog,Border Collie Mix,White/Black,Intact Male,Stray,Normal,90.0,Cachorro (<6m),mix,Bicolor,Verano,6,4,Adoption
A682941,Dog,Boxer,Tan/White,Neutered Male,Stray,Normal,1095.0,Adulto (3-7a),purebred,Bicolor,Primavera,3,39,Adoption
A742486,Dog,Pointer Mix,Black/White,Intact Female,Stray,Normal,28.0,Cachorro (<6m),mix,Bicolor,Invierno,1,31,Adoption
A760675,Cat,Domestic Shorthair Mix,Blue,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Otoño,10,5,Adoption
A786984,Dog,Labrador Retriever Mix,Red/White,Neutered Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,1,6,Return to Owner
A805842,Cat,Domestic Shorthair,Black/White,Intact Female,Owner Surrender,Normal,30.0,Cachorro (<6m),purebred,Bicolor,Otoño,10,2,Transfer
A416128,Dog,German Shepherd Mix,Black/Brown,Neutered Male,Stray,Aged,4015.0,Senior (>7a),mix,Bicolor,Verano,8,0,Return to Owner
A741101,Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,90.0,Cachorro (<6m),mix,Monocolor,Invierno,12,0,Transfer
A827086,Dog,Rottweiler,Black/Brown,Intact Female,Owner Surrender,Sick,30.0,Cachorro (<6m),purebred,Bicolor,Invierno,12,0,Transfer
A706822,Dog,Pit Bull Mix,Brown,Spayed Female,Owner Surrender,Normal,1460.0,Adulto (3-7a),mix,Monocolor,Otoño,11,179,Transfer
A795987,Dog,Anatol Shepherd Mix,Black/Tricolor,Intact Female,Owner Surrender,Normal,270.0,Joven (6m-1a),mix,Bicolor,Primavera,5,6,Adoption
A803312,Cat,Domestic Shorthair,Tortie,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Monocolor,Verano,8,3,Transfer
A689771,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Normal,21.0,Cachorro (<6m),mix,Monocolor,Otoño,10,0,Transfer
A813100,Dog,Rottweiler/Labrador Retriever,Black/Tricolor,Intact Female,Stray,Normal,60.0,Cachorro (<6m),purebred,Bicolor,Invierno,2,4,Adoption
A685729,Cat,Domestic Medium Hair Mix,Blue,Neutered Male,Stray,Sick,5475.0,Senior (>7a),mix,Monocolor,Verano,8,0,At Risk
A679314,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Female,Stray,Nursing,365.0,Adulto joven (1-3a),mix,Monocolor,Primavera,5,1,Transfer
A735430,Cat,Domestic Shorthair Mix,Black/White,Intact Female,Owner Surrender,Normal,240.0,Joven (6m-1a),mix,Bicolor,Otoño,9,35,Transfer
A665645,Cat,Domestic Shorthair Mix,Black/White,Intact Male,Stray,Sick,1095.0,Adulto (3-7a),mix,Bicolor,Otoño,10,0,At Risk
A746027,Dog,Labrador Retriever Mix,Tan,Spayed Female,Stray,Normal,90.0,Cachorro (<6m),mix,Monocolor,Primavera,3,7,Transfer
A824927,Dog,Blue Lacy Mix,Blue,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Otoño,10,82,Adoption
A764998,Dog,Chihuahua Shorthair Mix,White/Brown,Spayed Female,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Verano,8,1,Adoption
A690762,Dog,Rat Terrier Mix,Chocolate/White,Intact Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,10,20,Adoption
A821201,Dog,Smooth Fox Terrier Mix,White/Blue Merle,Intact Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,8,7,Adoption
A746769,Dog,Labrador Retriever Mix,Tan,Intact Female,Stray,Normal,28.0,Cachorro (<6m),mix,Monocolor,Primavera,4,30,Adoption
A678837,Cat,Domestic Shorthair Mix,Torbie/White,Intact Female,Stray,Normal,21.0,Cachorro (<6m),mix,Bicolor,Primavera,5,0,Transfer
A826138,Cat,Domestic Longhair Mix,Black Smoke,Intact Female,Stray,Normal,60.0,Cachorro (<6m),mix,Monocolor,Otoño,11,7,Adoption
A720392,Dog,Boston Terrier,Brown Brindle/White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,2,5,Adoption
A664943,Dog,Labrador Retriever Mix,Black,Intact Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Otoño,10,5,Adoption
A734531,Cat,Domestic Shorthair Mix,Black,Spayed Female,Stray,Injured,365.0,Adulto joven (1-3a),mix,Monocolor,Otoño,9,0,At Risk
A756790,Dog,Labrador Retriever,Black,Spayed Female,Owner Surrender,Normal,365.0,Adulto joven (1-3a),purebred,Monocolor,Invierno,12,15,Adoption
A793788,Cat,Ragdoll Mix,Seal Point,Intact Female,Stray,Normal,14.0,Cachorro (<6m),mix,Monocolor,Primavera,4,52,Adoption
A690371,Dog,Chihuahua Shorthair Mix,Black,Spayed Female,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,10,5,Transfer
A701456,Cat,Domestic Shorthair Mix,Black/White,Intact Male,Stray,Normal,21.0,Cachorro (<6m),mix,Bicolor,Primavera,4,44,Adoption
A704004,Dog,Anatol Shepherd Mix,White/Tan,Neutered Male,Owner Surrender,Normal,3285.0,Senior (>7a),mix,Bicolor,Verano,7,14,Adoption
A765035,Dog,Pit Bull Mix,Black/White,Neutered Male,Stray,Sick,240.0,Joven (6m-1a),mix,Bicolor,Primavera,3,3,Adoption
A691732,Dog,Catahoula Mix,Tan/White,Neutered Male,Public Assist,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,12,38,Adoption
A723137,Cat,Domestic Shorthair Mix,Blue Tabby,Intact Female,Stray,Nursing,28.0,Cachorro (<6m),mix,Monocolor,Primavera,3,37,Adoption
A726529,Cat,Domestic Shorthair Mix,Brown Tabby,Neutered Male,Owner Surrender,Normal,330.0,Joven (6m-1a),mix,Monocolor,Primavera,3,1,Adoption
A779097,Dog,Dachshund Mix,Tan/White,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,8,8,Adoption
A780419,Dog,Great Pyrenees Mix,White,Intact Male,Stray,Normal,210.0,Joven (6m-1a),mix,Monocolor,Otoño,9,4,Adoption
A676896,Dog,Pit Bull Mix,White/Brown,Neutered Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,4,0,Return to Owner
A789467,Dog,Yorkshire Terrier Mix,Black/Gray,Intact Male,Stray,Injured,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,2,4,Adoption
A678063,Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Primavera,5,103,Adoption
A781680,Cat,Domestic Shorthair Mix,Blue Tabby,Intact Female,Owner Surrender,Normal,60.0,Cachorro (<6m),mix,Monocolor,Otoño,10,3,Adoption
A667407,Cat,Domestic Shorthair Mix,Blue/White,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Otoño,11,28,Adoption
A772702,Dog,German Shepherd Mix,Brown/Black,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,5,3,Adoption
A809088,Dog,Pit Bull Mix,Tan/White,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,11,88,Adoption
