AnimalID,AnimalType,Breed,Color,Sex,IntakeType,IntakeCondition,AgeInDays,AgeGroup,breed_type,Color_grouped,Season,IntakeMonth,DaysInShelter,OutcomeClass
A679412,Dog,Pit Bull Mix,White/Brown,Intact Female,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Primavera,5,27,Transfer
A676788,Dog,Pit Bull Mix,Brown/White,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,4,0,Return to Owner
A690240,Cat,Domestic Shorthair Mix,Tortie,Intact Female,Stray,Normal,21.0,Cachorro (<6m),mix,Monocolor,Otoño,10,0,Transfer
A619636,Dog,Old English Bulldog Mix,White/Brown Brindle,Neutered Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Otoño,11,8,Adoption
A710702,Dog,Pit Bull Mix,Red/White,Spayed Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,1,38,Transfer
A768427,Dog,German Shepherd Mix,Black/Tan,Intact Male,Stray,Aged,2920.0,Senior (>7a),mix,Bicolor,Primavera,3,0,Return to Owner
A633362,Cat,Domestic Shorthair Mix,Calico,Spayed Female,Owner Surrender,Normal,2555.0,Senior (>7a),mix,Monocolor,Otoño,9,12,Adoption
A775359,Dog,Pit Bull Mix,Brown Brindle/White,Intact Male,Stray,Normal,300.0,Joven (6m-1a),mix,Bicolor,Invierno,2,35,Adoption
A729959,Dog,Bull Terrier Mix,Brown Brindle/White,Spayed Female,Stray,Normal,2920.0,Senior (>7a),mix,Bicolor,Verano,6,0,Return to Owner
A774332,Dog,Siberian Husky Mix,Black/White,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,6,0,Return to Owner
A712231,Cat,Siamese Mix,Lynx Point,Intact Female,Stray,Normal,21.0,Cachorro (<6m),mix,Monocolor,Otoño,9,84,Adoption
A676959,Cat,Domestic Medium Hair Mix,Brown Tabby,Intact Female,Stray,Injured,120.0,Cachorro (<6m),mix,Monocolor,Primavera,4,6,At Risk
A650466,Dog,Boxer/Greyhound,White/Brown Brindle,Spayed Female,Owner Surrender,Normal,1095.0,Adulto (3-7a),purebred,Bicolor,Primavera,4,32,Adoption
A772881,Cat,Domestic Shorthair Mix,Blue Tabby,Intact Male,Stray,Sick,14.0,Cachorro (<6m),mix,Monocolor,Primavera,5,0,At Risk
A665710,Dog,Cairn Terrier Mix,Tan/White,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,10,3,Transfer
A674928,Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Female,Owner Surrender,Normal,35.0,Cachorro (<6m),mix,Bicolor,Primavera,3,37,Adoption
A672667,Cat,Domestic Longhair Mix,White/Brown Tabby,Neutered Male,Owner Surrender,Normal,2920.0,Senior (>7a),mix,Bicolor,Invierno,2,33,Transfer
A773661,Cat,Domestic Shorthair Mix,Black/White,Intact Female,Stray,Normal,21.0,Cachorro (<6m),mix,Bicolor,Verano,6,51,Adoption
A824445,Cat,Domestic Shorthair Mix,Tortie,Intact Female,Owner Surrender,Normal,28.0,Cachorro (<6m),mix,Monocolor,Otoño,10,61,Adoption
A673088,Dog,Maltese,White,Intact Male,Public Assist,Normal,730.0,Adulto joven (1-3a),purebred,Monocolor,Invierno,2,25,Adoption
A751813,Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Verano,6,64,Adoption
A639613,Dog,Labrador Retriever Mix,Black/White,Spayed Female,Public Assist,Normal,1460.0,Adulto (3-7a),mix,Bicolor,Otoño,10,0,Return to Owner
A670491,Dog,Doberman Pinsch Mix,Chocolate/Tan,Intact Female,Owner Surrender,Normal,180.0,Joven (6m-1a),mix,Bicolor,Invierno,1,2,Adoption
A669759,Dog,German Shepherd Mix,Black/Brown,Intact Female,Owner Surrender,Normal,240.0,Joven (6m-1a),mix,Bicolor,Primavera,3,2,Adoption
A756688,Dog,Pit Bull Mix,Brown Brindle/White,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Otoño,10,10,Return to Owner
A707949,Dog,Beagle Mix,Brown Brindle/White,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,7,7,Adoption
A710895,Dog,Labrador Retriever Mix,Tan,Intact Female,Stray,Normal,210.0,Joven (6m-1a),mix,Monocolor,Verano,8,27,Transfer
A747067,Dog,Labrador Retriever Mix,Black/White,Spayed Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Verano,8,1,Return to Owner
A788136,Dog,Beagle Mix,White/Tan,Neutered Male,Stray,Normal,2920.0,Senior (>7a),mix,Bicolor,Invierno,1,4,Transfer
A757225,Dog,Toy Fox Terrier Mix,Tan/White,Neutered Male,Owner Surrender,Normal,1460.0,Adulto (3-7a),mix,Bicolor,Otoño,9,53,Adoption
A713767,Cat,Domestic Shorthair Mix,Blue,Intact Female,Owner Surrender,Normal,150.0,Cachorro (<6m),mix,Monocolor,Otoño,10,4,Adoption
A700756,Dog,Bichon Frise Mix,White,Spayed Female,Stray,Normal,2555.0,Senior (>7a),mix,Monocolor,Otoño,10,3,Adoption
A732583,Dog,Chinese Sharpei/Labrador Retriever,Chocolate,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Monocolor,Verano,8,4,Adoption
A811263,Dog,Pit Bull,White/Black,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Otoño,11,3,Return to Owner
A714558,Dog,Queensland Heeler Mix,Red Tick,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Otoño,10,6,Adoption
A696915,Cat,Domestic Shorthair Mix,White/Black,Intact Female,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,2,2,Transfer
A723705,Cat,Domestic Shorthair Mix,Brown Tabby,Neutered Male,Owner Surrender,Normal,2555.0,Senior (>7a),mix,Monocolor,Primavera,4,3,Transfer
A677936,Dog,Labrador Retriever Mix,Black/White,Intact Female,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Primavera,5,125,Adoption
A817598,Cat,Domestic Longhair,Calico,Intact Female,Stray,Normal,30.0,Cachorro (<6m),purebred,Monocolor,Primavera,5,58,Adoption
A782046,Dog,English Coonhound Mix,Tricolor/Brown,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,3,0,Return to Owner
A719993,Dog,Australian Cattle Dog Mix,Brown/White,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Invierno,1,43,Adoption
A773427,Cat,Domestic Longhair Mix,Black,Spayed Female,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Primavera,5,12,Transfer
A675932,Dog,Border Collie Mix,Tricolor,Intact Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Primavera,4,27,Adoption
A679352,Cat,Snowshoe Mix,Seal Point,Intact Male,Owner Surrender,Normal,60.0,Cachorro (<6m),mix,Monocolor,Primavera,5,5,Adoption
A771676,Cat,Domestic Shorthair Mix,White/Gray Tabby,Spayed Female,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,5,22,Adoption
A794576,Cat,Domestic Shorthair,Orange Tabby/White,Intact Female,Stray,Normal,28.0,Cachorro (<6m),purebred,Bicolor,Primavera,5,49,Transfer
A693234,Dog,Cocker Spaniel,Brown,Neutered Male,Stray,Normal,2920.0,Senior (>7a),purebred,Monocolor,Invierno,12,3,Transfer
A750604,Cat,Domestic Medium Hair Mix,Black,Intact Male,Stray,Normal,21.0,Cachorro (<6m),mix,Monocolor,Primavera,5,10,Transfer
A768999,Cat,Domestic Shorthair Mix,Blue Tabby,Intact Male,Owner Surrender,Normal,30.0,Cachorro (<6m),mix,Monocolor,Primavera,3,4,Transfer
A665737,Dog,Dachshund Wirehair/Miniature Schnauzer,Black/Silver,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Otoño,10,9,Adoption
A694160,Dog,Chihuahua Shorthair Mix,Tricolor,Intact Female,Stray,Injured,730.0,Adulto joven (1-3a),mix,Monocolor,Invierno,12,3,At Risk
A749443,Cat,Domestic Shorthair Mix,Tortie,Intact Female,Owner Surrender,Normal,7.0,Cachorro (<6m),mix,Monocolor,Primavera,5,1,Transfer
A729260,Dog,Pit Bull Mix,Tan/White,Spayed Female,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,5,13,Adoption
A826191,Dog,Labrador Retriever,Black/White,Intact Female,Owner Surrender,Normal,60.0,Cachorro (<6m),purebred,Bicolor,Otoño,11,2,Adoption
A716587,Cat,Domestic Shorthair Mix,Tricolor,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,11,4,Transfer
A697538,Dog,Soft Coated Wheaten Terrier Mix,Cream,Intact Male,Stray,Normal,1825.0,Adulto (3-7a),mix,Monocolor,Invierno,2,4,Adoption
A784416,Cat,Domestic Shorthair Mix,Tortie,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Otoño,11,3,Transfer
A780841,Dog,Chihuahua Shorthair/Dachshund,Tan/White,Intact Female,Owner Surrender,Normal,90.0,Cachorro (<6m),purebred,Bicolor,Otoño,9,1,Adoption
A784931,Dog,Australian Cattle Dog Mix,Red Tick,Intact Female,Stray,Normal,240.0,Joven (6m-1a),mix,Monocolor,Otoño,11,17,Adoption
A704137,Cat,Maine Coon Mix,Brown Tabby,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Verano,6,26,Adoption
A739323,Dog,Labrador Retriever Mix,White/Brown,Spayed Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,3,3,Adoption
A790392,Dog,Chihuahua Shorthair Mix,Gray,Neutered Male,Public Assist,Normal,5475.0,Senior (>7a),mix,Monocolor,Primavera,3,5,Return to Owner
A812782,Cat,Domestic Medium Hair,White/Brown Tabby,Neutered Male,Owner Surrender,Normal,3650.0,Senior (>7a),purebred,Bicolor,Invierno,1,5,Adoption
A695629,Cat,Domestic Shorthair Mix,Blue Tabby,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Invierno,1,0,Transfer
A723076,Dog,Chihuahua Shorthair Mix,Red/Black,Intact Male,Stray,Normal,90.0,Cachorro (<6m),mix,Bicolor,Primavera,3,1,Transfer
A685152,Dog,Chihuahua Shorthair Mix,Black/Tan,Intact Female,Public Assist,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Verano,8,0,Return to Owner
A710872,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Normal,28.0,Cachorro (<6m),mix,Monocolor,Verano,8,0,Transfer
A751562,Cat,Domestic Shorthair Mix,Orange Tabby/White,Spayed Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Verano,6,21,Adoption
A792067,Dog,Beagle Mix,White/Tricolor,Spayed Female,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,4,9,Adoption
A708784,Cat,Domestic Shorthair Mix,Tortie,Intact Female,Stray,Sick,60.0,Cachorro (<6m),mix,Monocolor,Verano,7,22,Adoption
A779640,Dog,Great Pyrenees Mix,White/Tan,Spayed Female,Stray,Injured,4015.0,Senior (>7a),mix,Bicolor,Otoño,9,5,Return to Owner
A783913,Cat,Domestic Shorthair Mix,Brown Tabby,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Otoño,11,2,Return to Owner
A684277,Dog,Pit Bull Mix,Blue/White,Intact Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,7,1,At Risk
A785396,Cat,Domestic Shorthair Mix,White/Orange Tabby,Intact Male,Stray,Normal,180.0,Joven (6m-1a),mix,Bicolor,Invierno,12,4,Transfer
A694788,Dog,German Shepherd Mix,Tan/White,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Invierno,1,4,Adoption
A801792,Cat,Domestic Shorthair Mix,Black,Neutered Male,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Verano,8,24,Transfer
A674445,Dog,Pointer Mix,Black,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Primavera,3,123,Adoption
A730086,Dog,Maltese Mix,White,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Verano,6,4,Adoption
A665629,Dog,Australian Cattle Dog/Chow Chow,Red Merle/White,Neutered Male,Owner Surrender,Sick,1460.0,Adulto (3-7a),purebred,Bicolor,Otoño,10,9,Return to Owner
A677468,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Normal,28.0,Cachorro (<6m),mix,Monocolor,Primavera,4,1,Transfer
A697794,Dog,Pit Bull Mix,White,Neutered Male,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Primavera,4,19,At Risk
A686232,Dog,Carolina Dog Mix,Tan/White,Intact Female,Stray,Normal,150.0,Cachorro (<6m),mix,Bicolor,Verano,8,4,Transfer
A705723,Dog,Dachshund/Chihuahua Shorthair,Black/White,Spayed Female,Stray,Normal,1095.0,Adulto (3-7a),purebred,Bicolor,Verano,7,1,Adoption
A712117,Cat,Domestic Shorthair Mix,Calico,Intact Female,Stray,Normal,21.0,Cachorro (<6m),mix,Monocolor,Otoño,9,0,Transfer
A748008,Dog,Labrador Retriever Mix,Yellow,Spayed Female,Stray,Normal,2190.0,Adulto (3-7a),mix,Monocolor,Primavera,4,0,Return to Owner
A687922,Dog,Golden Retriever Mix,Brown,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Otoño,9,0,Return to Owner
A816674,Cat,Domestic Shorthair,Calico,Intact Female,Stray,Normal,30.0,Cachorro (<6m),purebred,Monocolor,Primavera,5,17,Adoption
A806608,Dog,German Shepherd Mix,Brown/Black,Spayed Female,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,11,1,Adoption
A704570,Dog,Dachshund Mix,Red/White,Intact Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,6,5,Transfer
A753307,Cat,Domestic Shorthair Mix,White/Gray,Intact Male,Stray,Normal,21.0,Cachorro (<6m),mix,Bicolor,Verano,7,1,Transfer
A720001,Dog,Labrador Retriever Mix,Black,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Invierno,1,18,Adoption
A785828,Cat,Domestic Shorthair Mix,White/Blue,Neutered Male,Owner Surrender,Normal,150.0,Cachorro (<6m),mix,Bicolor,Invierno,12,1,Adoption
A808453,Dog,Toy Poodle,Tan/White,Intact Female,Public Assist,Normal,2190.0,Adulto (3-7a),purebred,Bicolor,Otoño,11,0,Return to Owner
A826161,Cat,Domestic Shorthair Mix,Black/White,Intact Female,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,11,46,Transfer
A760015,Dog,Beagle,Tricolor,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Monocolor,Verano,7,1,Return to Owner
A828100,Dog,Chihuahua Shorthair,Black,Intact Male,Stray,Normal,30.0,Cachorro (<6m),purebred,Monocolor,Invierno,1,12,Adoption
A672955,Dog,Chihuahua Shorthair/Rat Terrier,Brown/Black,Intact Male,Public Assist,Normal,1460.0,Adulto (3-7a),purebred,Bicolor,Invierno,2,19,Adoption
A688043,Cat,Domestic Longhair Mix,Black/White,Intact Male,Stray,Normal,28.0,Cachorro (<6m),mix,Bicolor,Otoño,9,36,Adoption
A711215,Cat,Domestic Shorthair Mix,Torbie,Intact Female,Stray,Normal,21.0,Cachorro (<6m),mix,Monocolor,Otoño,9,0,Transfer
A746254,Dog,German Shepherd,Black/Brown,Intact Male,Stray,Other,365.0,Adulto joven (1-3a),purebred,Bicolor,Primavera,3,81,Adoption
A762779,Dog,Rat Terrier Mix,Black/Tricolor,Intact Male,Public Assist,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,11,2,Return to Owner
A802880,Cat,Domestic Shorthair,Blue/White,Intact Female,Owner Surrender,Normal,60.0,Cachorro (<6m),purebred,Bicolor,Verano,8,2,Adoption
A805747,Cat,Domestic Shorthair Mix,Black/White,Spayed Female,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,10,36,Adoption
A775597,Dog,German Shepherd Mix,Black/White,Neutered Male,Owner Surrender,Normal,60.0,Cachorro (<6m),mix,Bicolor,Verano,7,2,Adoption
A732221,Dog,Boxer Mix,Brown Brindle/White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Verano,8,6,Adoption
A687159,Dog,Maltese Mix,White,Intact Male,Stray,Normal,4015.0,Senior (>7a),mix,Monocolor,Otoño,9,8,Adoption
A678054,Dog,Staffordshire Mix,White/Tan,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,5,23,Adoption
A753195,Dog,Dachshund Mix,Brown,Neutered Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Verano,7,5,Adoption
A820255,Dog,German Shepherd,Tan/Black,Intact Female,Stray,Normal,1095.0,Adulto (3-7a),purebred,Bicolor,Verano,7,54,Adoption
A682611,Dog,Labrador Retriever Mix,Black/White,Intact Female,Stray,Normal,21.0,Cachorro (<6m),mix,Bicolor,Verano,6,33,Adoption
A740754,Cat,Domestic Shorthair Mix,Orange Tabby/White,Neutered Male,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Invierno,12,20,Transfer
A727837,Dog,Chihuahua Shorthair Mix,White/Tan,Intact Female,Stray,Normal,270.0,Joven (6m-1a),mix,Bicolor,Primavera,5,8,Transfer
A726716,Dog,Pit Bull Mix,Brown Brindle/White,Intact Male,Stray,Sick,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,5,220,Adoption
A678314,Dog,Chihuahua Shorthair Mix,Cream,Intact Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Primavera,5,14,Adoption
A699470,Cat,Domestic Shorthair Mix,Black/White,Intact Female,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,3,3,Adoption
A752168,Dog,Cocker Spaniel/Miniature Poodle,Cream,Spayed Female,Stray,Normal,1825.0,Adulto (3-7a),purebred,Monocolor,Verano,6,2,Return to Owner
A674935,Dog,Pug Mix,Tan/Black,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,3,4,Adoption
A752275,Cat,Domestic Shorthair Mix,Tortie,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Verano,6,39,Adoption
A790883,Dog,Chihuahua Shorthair Mix,Chocolate/Tan,Intact Female,Stray,Normal,1825.0,Adulto (3-7a),mix,Bicolor,Primavera,3,22,Transfer
A746641,Cat,Domestic Shorthair Mix,Blue,Neutered Male,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Primavera,4,2,Return to Owner
A738445,Dog,Lhasa Apso/Miniature Poodle,White,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Monocolor,Otoño,11,4,Adoption
A803210,Dog,West Highland,White,Spayed Female,Public Assist,Normal,1095.0,Adulto (3-7a),purebred,Monocolor,Verano,8,2,Adoption
A733747,Cat,Domestic Shorthair Mix,Orange Tabby/White,Intact Female,Stray,Nursing,28.0,Cachorro (<6m),mix,Bicolor,Verano,8,42,Adoption
A819544,Dog,German Shepherd Mix,Brown/Black,Intact Male,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Verano,6,22,Adoption
A780797,Cat,Domestic Shorthair Mix,Blue Tabby,Intact Male,Stray,Sick,21.0,Cachorro (<6m),mix,Monocolor,Otoño,9,0,Transfer
A812515,Dog,German Shepherd Mix,Brown/Black,Neutered Male,Owner Surrender,Normal,60.0,Cachorro (<6m),mix,Bicolor,Primavera,3,0,Adoption
A768534,Dog,Pit Bull Mix,Brown Brindle,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Primavera,3,16,Transfer
A767524,Dog,Australian Cattle Dog Mix,Black/White,Neutered Male,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Primavera,3,8,Adoption
A704485,Dog,German Shepherd/Weimaraner,Blue/White,Intact Male,Stray,Normal,120.0,Cachorro (<6m),purebred,Bicolor,Verano,6,17,Adoption
A748207,Dog,Catahoula Mix,Brown Merle,Intact Male,Stray,Normal,14.0,Cachorro (<6m),mix,Monocolor,Primavera,4,0,Transfer
A668222,Dog,Labrador Retriever Mix,Brown/White,Neutered Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Otoño,11,33,Adoption
A760138,Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Otoño,10,36,Adoption
A685828,Dog,Pit Bull Mix,Blue/White,Intact Male,Public Assist,Normal,2920.0,Senior (>7a),mix,Bicolor,Verano,8,8,Return to Owner
A776295,Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Verano,7,18,Adoption
A810889,Dog,Pbgv Mix,White/Tan,Intact Female,Owner Surrender,Normal,60.0,Cachorro (<6m),mix,Bicolor,Invierno,12,6,Adoption
A797892,Dog,Pug,Black,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Monocolor,Verano,6,4,Transfer
A688075,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Male,Stray,Feral,365.0,Adulto joven (1-3a),mix,Monocolor,Otoño,9,22,Transfer
A691542,Dog,Pit Bull Mix,Blue,Intact Male,Stray,Injured,1095.0,Adulto (3-7a),mix,Monocolor,Otoño,11,84,Adoption
A681962,Dog,Australian Cattle Dog Mix,White/Brown Brindle,Intact Male,Stray,Normal,4.0,Cachorro (<6m),mix,Bicolor,Verano,6,52,Adoption
A794468,Cat,Domestic Shorthair,Brown Tabby,Intact Female,Stray,Normal,30.0,Cachorro (<6m),purebred,Monocolor,Primavera,5,9,At Risk
A781362,Dog,Labrador Retriever Mix,Black,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Otoño,9,10,Transfer
A755732,Dog,Papillon Mix,Red,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Verano,8,0,Return to Owner
A741582,Dog,Labrador Retriever Mix,Black,Spayed Female,Owner Surrender,Normal,270.0,Joven (6m-1a),mix,Monocolor,Invierno,1,0,Adoption
A799850,Cat,Domestic Shorthair,Black/White,Intact Female,Stray,Normal,30.0,Cachorro (<6m),purebred,Bicolor,Verano,7,40,Adoption
A582491,Dog,Chihuahua Shorthair Mix,White/Brown,Neutered Male,Stray,Normal,3285.0,Senior (>7a),mix,Bicolor,Invierno,1,8,Adoption
A681821,Cat,Domestic Medium Hair Mix,Brown Tabby/White,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,6,17,Transfer
A749448,Dog,Labrador Retriever Mix,Tan/White,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Primavera,5,4,Adoption
A711303,Dog,Jack Russell Terrier Mix,White/Red,Intact Female,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Otoño,9,7,Transfer
A664342,Dog,Japanese Chin Mix,White/Black,Intact Female,Stray,Injured,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,10,15,Transfer
A746943,Cat,Domestic Shorthair Mix,Calico,Intact Female,Stray,Normal,270.0,Joven (6m-1a),mix,Monocolor,Primavera,4,13,Adoption
A755296,Dog,Labrador Retriever Mix,Black/White,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,8,5,Adoption
A797671,Cat,Domestic Medium Hair Mix,Black,Intact Male,Owner Surrender,Normal,28.0,Cachorro (<6m),mix,Monocolor,Verano,6,33,Transfer
A804022,Dog,Catahoula Mix,Tan/White,Intact Male,Public Assist,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,9,11,Return to Owner
A691777,Cat,Domestic Shorthair Mix,Blue,Neutered Male,Stray,Sick,1825.0,Adulto (3-7a),mix,Monocolor,Otoño,11,1,Return to Owner
A664416,Cat,Domestic Longhair Mix,Blue/White,Spayed Female,Owner Surrender,Normal,5840.0,Senior (>7a),mix,Bicolor,Primavera,5,2,Adoption
A676533,Dog,Australian Cattle Dog Mix,Black/White,Spayed Female,Stray,Normal,4745.0,Senior (>7a),mix,Bicolor,Primavera,4,0,Return to Owner
A687407,Cat,Domestic Shorthair Mix,Orange Tabby,Neutered Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Otoño,9,5,Adoption
A756635,Dog,Golden Retriever Mix,Cream,Intact Male,Stray,Normal,60.0,Cachorro (<6m),mix,Monocolor,Verano,8,0,Return to Owner
A765124,Cat,Domestic Shorthair Mix,Orange Tabby/White,Intact Female,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,1,7,Adoption
A674929,Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Female,Owner Surrender,Normal,35.0,Cachorro (<6m),mix,Bicolor,Primavera,3,37,Adoption
A778243,Dog,Labrador Retriever Mix,Brown,Intact Female,Stray,Normal,120.0,Cachorro (<6m),mix,Monocolor,Verano,8,4,Transfer
A741905,Dog,German Shepherd Mix,Black/Brown,Neutered Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,1,7,Transfer
A776349,Cat,Domestic Medium Hair Mix,Torbie,Intact Female,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Verano,7,11,Adoption
A795229,Dog,Pit Bull,Brown Brindle/White,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Primavera,5,0,Return to Owner
A824078,Dog,Pit Bull,Blue/White,Intact Female,Owner Surrender,Normal,1460.0,Adulto (3-7a),purebred,Bicolor,Otoño,10,38,Transfer
A719804,Dog,Rat Terrier Mix,Tricolor,Intact Female,Stray,Normal,300.0,Joven (6m-1a),mix,Monocolor,Invierno,1,4,Return to Owner
A786730,Dog,Pit Bull Mix,Brown Brindle/White,Intact Female,Stray,Normal,2920.0,Senior (>7a),mix,Bicolor,Invierno,12,29,Adoption
A683921,Cat,Domestic Shorthair Mix,Black/White,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,9,8,Transfer
A569198,Dog,Golden Retriever Mix,Buff,Neutered Male,Owner Surrender,Normal,3650.0,Senior (>7a),mix,Monocolor,Invierno,2,4,Transfer
A772522,Dog,American Bulldog Mix,Brown Brindle/White,Intact Male,Owner Surrender,Normal,2190.0,Adulto (3-7a),mix,Bicolor,Primavera,5,7,Adoption
A787498,Dog,Chihuahua Shorthair Mix,Black/Brown,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,1,4,Transfer
A757041,Dog,Labrador Retriever Mix,Black,Intact Female,Stray,Normal,90.0,Cachorro (<6m),mix,Monocolor,Verano,8,6,Adoption
A679939,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Male,Stray,Sick,730.0,Adulto joven (1-3a),mix,Monocolor,Primavera,5,0,At Risk
A766218,Dog,Pekingese Mix,Tricolor,Neutered Male,Stray,Normal,3650.0,Senior (>7a),mix,Monocolor,Invierno,2,0,Return to Owner
