AnimalID,AnimalType,Breed,Color,Sex,IntakeType,IntakeCondition,AgeInDays,AgeGroup,breed_type,Color_grouped,Season,OutcomeClass
A796421,Dog,Labrador Retriever Mix,Brown/White,Neutered Male,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Verano,Adoption
A815359,Dog,Standard Poodle/Golden Retriever,Red,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Monocolor,Primavera,Return to Owner
A751880,Dog,Miniature Schnauzer Mix,Gray/Brown,Intact Female,Stray,Normal,1825.0,Adulto (3-7a),mix,Bicolor,Verano,Adoption
A822195,Cat,Domestic Shorthair Mix,Black/White,Intact Female,Owner Surrender,Normal,28.0,Cachorro (<6m),mix,Bicolor,Verano,Adoption
A721993,Dog,Boxer Mix,Brown/White,Intact Male,Public Assist,Normal,2555.0,Senior (>7a),mix,Bicolor,Primavera,Return to Owner
A759981,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Normal,1460.0,Adulto (3-7a),mix,Monocolor,Otoño,Transfer
A767376,Dog,Chihuahua Shorthair Mix,White/Black,Intact Male,Owner Surrender,Normal,180.0,Joven (6m-1a),mix,Bicolor,Invierno,Transfer
A805155,Cat,Domestic Shorthair Mix,Black/White,Spayed Female,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Otoño,Adoption
A778042,Cat,Domestic Shorthair Mix,Brown Tabby/White,Spayed Female,Owner Surrender,Normal,60.0,Cachorro (<6m),mix,Bicolor,Otoño,Adoption
A828466,Dog,Pit Bull,Fawn/White,Intact Male,Owner Surrender,Normal,330.0,Joven (6m-1a),purebred,Bicolor,Invierno,At Risk
A776739,Dog,Bull Terrier,White/Brown Brindle,Spayed Female,Owner Surrender,Normal,1095.0,Adulto (3-7a),purebred,Bicolor,Invierno,Adoption
A665632,Dog,Labrador Retriever Mix,Brown/Black,Neutered Male,Owner Surrender,Sick,90.0,Cachorro (<6m),mix,Bicolor,Otoño,Transfer
A714500,Dog,Chinese Crested Mix,Black/White,Neutered Male,Public Assist,Normal,2920.0,Senior (>7a),mix,Bicolor,Otoño,Return to Owner
A766376,Dog,Pit Bull Mix,White/Black,Intact Female,Stray,Normal,210.0,Joven (6m-1a),mix,Bicolor,Invierno,Return to Owner
A695029,Cat,Domestic Shorthair Mix,Blue,Spayed Female,Stray,Normal,90.0,Cachorro (<6m),mix,Monocolor,Invierno,Adoption
A672818,Dog,Chihuahua Shorthair Mix,Brown,Intact Female,Stray,Normal,300.0,Joven (6m-1a),mix,Monocolor,Invierno,Adoption
A759460,Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Female,Stray,Normal,28.0,Cachorro (<6m),mix,Bicolor,Otoño,Adoption
A798161,Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Female,Owner Surrender,Normal,60.0,Cachorro (<6m),mix,Bicolor,Verano,At Risk
A778890,Dog,Labrador Retriever/German Shepherd,Tan/Cream,Intact Male,Stray,Normal,300.0,Joven (6m-1a),purebred,Bicolor,Verano,Transfer
A823178,Cat,Domestic Shorthair,Brown Tabby/White,Intact Female,Stray,Normal,30.0,Cachorro (<6m),purebred,Bicolor,Otoño,Adoption
A765757,Dog,Siberian Husky Mix,Buff,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Adoption
A748768,Dog,Plott Hound Mix,Brown Brindle/White,Spayed Female,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Invierno,Adoption
A736838,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Normal,150.0,Cachorro (<6m),mix,Monocolor,Otoño,Transfer
A815402,Dog,Pit Bull,White/Black,Spayed Female,Stray,Normal,1825.0,Adulto (3-7a),purebred,Bicolor,Primavera,Return to Owner
A753499,Dog,Australian Cattle Dog Mix,White/Tan,Spayed Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Verano,Adoption
A728769,Dog,Pit Bull Mix,Black/White,Intact Male,Stray,Normal,240.0,Joven (6m-1a),mix,Bicolor,Verano,Transfer
A729333,Dog,Pekingese Mix,Cream/White,Intact Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,Transfer
A698340,Dog,Chihuahua Shorthair/Pembroke Welsh Corgi,Brown/White,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Primavera,Adoption
A803740,Cat,Domestic Shorthair,Blue,Intact Male,Owner Surrender,Normal,60.0,Cachorro (<6m),purebred,Monocolor,Otoño,Adoption
A708388,Cat,Domestic Shorthair Mix,Blue,Intact Male,Stray,Normal,150.0,Cachorro (<6m),mix,Monocolor,Verano,Transfer
A694047,Dog,Pit Bull Mix,Tan/White,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Adoption
A771513,Cat,Domestic Shorthair Mix,Black,Intact Male,Stray,Normal,21.0,Cachorro (<6m),mix,Monocolor,Primavera,Adoption
A687986,Dog,Pit Bull Mix,White/Brown,Neutered Male,Stray,Normal,1460.0,Adulto (3-7a),mix,Bicolor,Verano,Return to Owner
A738801,Cat,Domestic Shorthair Mix,Black/White,Neutered Male,Stray,Normal,1460.0,Adulto (3-7a),mix,Bicolor,Otoño,Transfer
A790078,Dog,Cardigan Welsh Corgi Mix,Tricolor,Intact Female,Public Assist,Normal,4015.0,Senior (>7a),mix,Monocolor,Primavera,Return to Owner
A759520,Dog,Pit Bull Mix,Blue/White,Intact Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Otoño,Return to Owner
A775115,Dog,Jack Russell Terrier Mix,White/Brown Brindle,Intact Male,Stray,Normal,90.0,Cachorro (<6m),mix,Bicolor,Verano,Adoption
A783115,Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Otoño,Adoption
A666952,Dog,Basset Hound Mix,Tricolor,Intact Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Otoño,Adoption
A765205,Dog,Labrador Retriever Mix,White/White,Spayed Female,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Adoption
A753020,Cat,Domestic Shorthair Mix,Black,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Verano,Transfer
A584947,Dog,Border Collie Mix,White/Brown,Neutered Male,Stray,Normal,4015.0,Senior (>7a),mix,Bicolor,Otoño,Return to Owner
A805728,Dog,Pharaoh Hound,Tan,Spayed Female,Stray,Normal,330.0,Joven (6m-1a),purebred,Monocolor,Invierno,Adoption
A749970,Cat,Domestic Shorthair Mix,Orange Tabby,Neutered Male,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Primavera,Adoption
A819651,Cat,Snowshoe,Seal Point/White,Intact Male,Stray,Injured,60.0,Cachorro (<6m),purebred,Bicolor,Verano,Adoption
A806457,Dog,Pit Bull,White/Brown,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Otoño,Transfer
A667919,Dog,Border Collie Mix,Black/White,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Otoño,Transfer
A751536,Cat,Domestic Shorthair Mix,Cream Tabby/White,Intact Male,Stray,Normal,60.0,Cachorro (<6m),mix,Bicolor,Verano,Adoption
A777766,Dog,Dachshund Mix,Brown Brindle/White,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Verano,Adoption
A805372,Cat,Domestic Medium Hair,Blue,Intact Female,Stray,Normal,30.0,Cachorro (<6m),purebred,Monocolor,Otoño,At Risk
A680034,Cat,Domestic Shorthair Mix,Blue Tabby,Intact Male,Stray,Normal,14.0,Cachorro (<6m),mix,Monocolor,Primavera,Transfer
A778729,Dog,Labrador Retriever Mix,Black/White,Intact Female,Stray,Normal,60.0,Cachorro (<6m),mix,Bicolor,Verano,Adoption
A684179,Dog,Pomeranian Mix,Tan,Intact Male,Stray,Normal,2555.0,Senior (>7a),mix,Monocolor,Verano,Return to Owner
A770006,Dog,Dachshund Longhair Mix,Brown/Black,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Return to Owner
A809365,Dog,Dachshund,Tan,Intact Female,Stray,Normal,4.0,Cachorro (<6m),purebred,Monocolor,Otoño,Transfer
A694046,Dog,Labrador Retriever,Black/White,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,Return to Owner
A785947,Dog,Golden Retriever/Labrador Retriever,Gold/Cream,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,Adoption
A747480,Dog,Border Collie Mix,Black/White,Neutered Male,Owner Surrender,Normal,2920.0,Senior (>7a),mix,Bicolor,Primavera,Transfer
A756380,Dog,Australian Cattle Dog Mix,Red Merle,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Verano,Adoption
A723412,Dog,Miniature Schnauzer Mix,Gray,Intact Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Primavera,Return to Owner
A668022,Cat,Domestic Medium Hair Mix,Black Smoke/White,Intact Male,Stray,Normal,60.0,Cachorro (<6m),mix,Bicolor,Otoño,Transfer
A718108,Cat,Domestic Shorthair Mix,White/Blue,Intact Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Invierno,Transfer
A726940,Dog,Rottweiler Mix,Black/Tan,Intact Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Primavera,Transfer
A751870,Dog,Pit Bull,Brown Brindle/White,Neutered Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Primavera,Return to Owner
A781178,Cat,Domestic Shorthair Mix,Blue/White,Intact Male,Owner Surrender,Normal,30.0,Cachorro (<6m),mix,Bicolor,Otoño,Transfer
A727472,Cat,Domestic Shorthair Mix,Tortie,Spayed Female,Stray,Injured,730.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Adoption
A771825,Dog,Chihuahua Shorthair/Pug,Black,Neutered Male,Stray,Normal,270.0,Joven (6m-1a),purebred,Monocolor,Primavera,Return to Owner
A745990,Cat,Domestic Shorthair Mix,Black,Neutered Male,Public Assist,Normal,150.0,Cachorro (<6m),mix,Monocolor,Primavera,Return to Owner
A686843,Dog,Pit Bull Mix,Brown/White,Spayed Female,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Transfer
A680421,Dog,German Shepherd Mix,Tan,Intact Female,Stray,Normal,150.0,Cachorro (<6m),mix,Monocolor,Verano,Adoption
A774909,Cat,Domestic Shorthair Mix,Blue,Neutered Male,Owner Surrender,Normal,60.0,Cachorro (<6m),mix,Monocolor,Verano,Adoption
A759003,Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,60.0,Cachorro (<6m),mix,Monocolor,Otoño,Adoption
A672057,Dog,Miniature Poodle Mix,Apricot,Spayed Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Return to Owner
A780941,Cat,Domestic Shorthair Mix,Black/White,Intact Male,Stray,Normal,90.0,Cachorro (<6m),mix,Bicolor,Otoño,Adoption
A713040,Dog,Pit Bull Mix,Tan,Intact Male,Stray,Normal,120.0,Cachorro (<6m),mix,Monocolor,Otoño,Adoption
A820177,Cat,Domestic Shorthair,Brown Tabby,Intact Female,Stray,Normal,30.0,Cachorro (<6m),purebred,Monocolor,Verano,Adoption
A672022,Dog,Pit Bull Mix,Blue/White,Intact Male,Stray,Normal,1460.0,Adulto (3-7a),mix,Bicolor,Otoño,Return to Owner
A745472,Dog,Chihuahua Shorthair Mix,Tan,Intact Male,Owner Surrender,Normal,1825.0,Adulto (3-7a),mix,Monocolor,Primavera,Adoption
A671704,Dog,Pit Bull/Boxer,Black/White,Spayed Female,Stray,Normal,1095.0,Adulto (3-7a),purebred,Bicolor,Primavera,Return to Owner
A749596,Cat,Domestic Shorthair Mix,Calico,Spayed Female,Owner Surrender,Normal,2555.0,Senior (>7a),mix,Monocolor,Primavera,Adoption
A822063,Dog,Chihuahua Shorthair,Black/Tan,Intact Female,Owner Surrender,Sick,30.0,Cachorro (<6m),purebred,Bicolor,Verano,Transfer
A726400,Cat,Domestic Shorthair Mix,Blue,Intact Female,Owner Surrender,Normal,60.0,Cachorro (<6m),mix,Monocolor,Primavera,Adoption
A665274,Dog,German Shepherd Mix,Brown,Intact Male,Stray,Normal,270.0,Joven (6m-1a),mix,Monocolor,Otoño,Adoption
A826765,Dog,Labrador Retriever Mix,Black/White,Intact Male,Public Assist,Normal,2920.0,Senior (>7a),mix,Bicolor,Invierno,At Risk
A678492,Cat,Siamese Mix,Lilac Point,Intact Male,Stray,Normal,21.0,Cachorro (<6m),mix,Monocolor,Primavera,Transfer
A682165,Dog,Pit Bull Mix,Blue/White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Return to Owner
A687870,Dog,Basset Hound/English Pointer,Chocolate/White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Otoño,Return to Owner
A691218,Dog,American Bulldog,White/Black,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Otoño,Return to Owner
A723430,Dog,Labrador Retriever/Pit Bull,Tan,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Monocolor,Primavera,Return to Owner
A542708,Cat,Domestic Shorthair Mix,Orange Tabby,Neutered Male,Stray,Normal,2190.0,Adulto (3-7a),mix,Monocolor,Otoño,Adoption
A706556,Dog,Standard Poodle/Labrador Retriever,White/Chocolate,Spayed Female,Stray,Injured,730.0,Adulto joven (1-3a),purebred,Bicolor,Verano,Return to Owner
A770284,Dog,Labrador Retriever/Pit Bull,Black/White,Intact Female,Owner Surrender,Normal,2920.0,Senior (>7a),purebred,Bicolor,Primavera,Transfer
A683617,Dog,Border Terrier,Black/Tan,Intact Male,Owner Surrender,Normal,30.0,Cachorro (<6m),purebred,Bicolor,Verano,Adoption
A777403,Cat,Domestic Shorthair Mix,Blue Tabby/White,Intact Female,Stray,Normal,28.0,Cachorro (<6m),mix,Bicolor,Verano,Adoption
A805726,Dog,Australian Cattle Dog,White/Red Tick,Intact Male,Stray,Normal,150.0,Cachorro (<6m),purebred,Bicolor,Otoño,Adoption
A718600,Dog,Pit Bull Mix,Tan,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Return to Owner
A748833,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Stray,Normal,4.0,Cachorro (<6m),mix,Monocolor,Primavera,Transfer
A813801,Cat,Domestic Longhair,Brown Tabby/White,Intact Female,Owner Surrender,Normal,240.0,Joven (6m-1a),purebred,Bicolor,Invierno,Adoption
A703474,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Primavera,Adoption
A767378,Dog,German Shepherd Mix,Black/Tan,Intact Female,Stray,Normal,120.0,Cachorro (<6m),mix,Bicolor,Invierno,Adoption
A796577,Cat,Domestic Shorthair Mix,Black Tabby,Intact Male,Stray,Normal,7.0,Cachorro (<6m),mix,Monocolor,Verano,Transfer
A765500,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Male,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Invierno,Adoption
A747526,Dog,Border Terrier Mix,Black/White,Intact Female,Stray,Nursing,7.0,Cachorro (<6m),mix,Bicolor,Primavera,Adoption
A769796,Dog,Chihuahua Shorthair Mix,Tan/White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Transfer
A774722,Cat,Domestic Shorthair Mix,Tortie,Intact Female,Stray,Nursing,730.0,Adulto joven (1-3a),mix,Monocolor,Verano,Transfer
A705748,Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,Transfer
A749583,Dog,Boston Terrier Mix,Yellow Brindle/White,Neutered Male,Owner Surrender,Normal,180.0,Joven (6m-1a),mix,Bicolor,Verano,Adoption
A814424,Dog,Catahoula,Blue Merle,Intact Female,Stray,Normal,60.0,Cachorro (<6m),purebred,Monocolor,Invierno,Adoption
A827391,Dog,Miniature Pinscher,Brown/Tan,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,Adoption
A793900,Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Male,Stray,Normal,14.0,Cachorro (<6m),mix,Bicolor,Primavera,Transfer
A723340,Dog,Labrador Retriever Mix,Yellow,Neutered Male,Owner Surrender,Normal,2190.0,Adulto (3-7a),mix,Monocolor,Primavera,Adoption
A769109,Dog,German Shepherd/Siberian Husky,Black/Cream,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Primavera,Return to Owner
A744597,Dog,German Shepherd Mix,White,Intact Female,Stray,Normal,120.0,Cachorro (<6m),mix,Monocolor,Primavera,Transfer
A764322,Dog,Pit Bull/Labrador Retriever,Tan,Intact Male,Stray,Sick,90.0,Cachorro (<6m),purebred,Monocolor,Invierno,Transfer
A727931,Dog,Bearded Collie Mix,Black/White,Spayed Female,Stray,Normal,4380.0,Senior (>7a),mix,Bicolor,Otoño,Return to Owner
A676236,Dog,Pit Bull Mix,Brown Brindle,Intact Male,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Primavera,At Risk
A670474,Cat,Domestic Shorthair Mix,Brown Tabby/White,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Return to Owner
A783983,Dog,Cairn Terrier Mix,White,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Primavera,Return to Owner
A790138,Dog,German Shepherd/Great Pyrenees,Black/White,Intact Male,Stray,Normal,14.0,Cachorro (<6m),purebred,Bicolor,Primavera,Adoption
A666959,Dog,Yorkshire Terrier,Brown/Black,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Otoño,Adoption
A700701,Dog,Labrador Retriever Mix,Black/White,Intact Female,Stray,Normal,120.0,Cachorro (<6m),mix,Bicolor,Primavera,Adoption
A698830,Dog,Yorkshire Terrier/Cairn Terrier,Black/Tan,Neutered Male,Stray,Normal,300.0,Joven (6m-1a),purebred,Bicolor,Primavera,Return to Owner
A706095,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Male,Stray,Normal,60.0,Cachorro (<6m),mix,Monocolor,Verano,Transfer
A721919,Cat,Domestic Shorthair Mix,White/Black,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Transfer
A809919,Dog,Rat Terrier Mix,Black/White,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Adoption
A762438,Dog,Labrador Retriever Mix,Black/White,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Otoño,Adoption
A806393,Dog,German Shepherd Mix,Black/Tan,Spayed Female,Stray,Normal,4380.0,Senior (>7a),mix,Bicolor,Otoño,Return to Owner
A809731,Dog,Pointer,Black/White,Intact Male,Owner Surrender,Normal,30.0,Cachorro (<6m),purebred,Bicolor,Otoño,Adoption
A720168,Dog,Chihuahua Shorthair Mix,Black/Tan,Neutered Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Invierno,Return to Owner
A737110,Dog,Chihuahua Shorthair Mix,White/Tan,Intact Female,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Otoño,Adoption
A720443,Dog,Pointer Mix,Black/White,Neutered Male,Owner Surrender,Normal,60.0,Cachorro (<6m),mix,Bicolor,Invierno,Adoption
A763913,Cat,Domestic Shorthair Mix,Brown Tabby,Spayed Female,Stray,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Invierno,Return to Owner
A825797,Dog,Redbone Hound,Red/Black,Intact Male,Owner Surrender,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Otoño,Adoption
A679373,Dog,Dachshund/Chihuahua Shorthair,Black/Tan,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Primavera,Return to Owner
A699319,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Stray,Normal,28.0,Cachorro (<6m),mix,Monocolor,Primavera,Adoption
A793687,Dog,Staffordshire Mix,Tan/White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Transfer
A703153,Dog,German Shepherd Mix,White/Black,Intact Male,Stray,Normal,180.0,Joven (6m-1a),mix,Bicolor,Primavera,Transfer
A730895,Cat,Domestic Shorthair Mix,Orange Tabby/White,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,Adoption
A741994,Dog,Pit Bull Mix,White/Brown,Intact Female,Owner Surrender,Normal,30.0,Cachorro (<6m),mix,Bicolor,Invierno,Adoption
A705891,Cat,Domestic Shorthair,Brown Tabby/White,Intact Male,Owner Surrender,Normal,90.0,Cachorro (<6m),purebred,Bicolor,Verano,Transfer
A787034,Cat,Domestic Longhair Mix,Black,Intact Male,Stray,Normal,120.0,Cachorro (<6m),mix,Monocolor,Invierno,Adoption
A732164,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Normal,14.0,Cachorro (<6m),mix,Monocolor,Verano,Transfer
A780082,Cat,Domestic Shorthair Mix,Blue Tabby/White,Intact Male,Stray,Normal,21.0,Cachorro (<6m),mix,Bicolor,Otoño,Adoption
A784849,Dog,Pit Bull/Boxer,Tan/White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Otoño,Adoption
A779183,Dog,German Shorthair Pointer/Labrador Retriever,White/Brown,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Otoño,Adoption
A665141,Dog,Siberian Husky Mix,Black/White,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,Return to Owner
A709864,Dog,Black Mouth Cur Mix,Tan,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Verano,Transfer
A766829,Cat,Domestic Shorthair Mix,Black Brindle,Neutered Male,Stray,Injured,730.0,Adulto joven (1-3a),mix,Monocolor,Invierno,At Risk
A678941,Cat,Domestic Shorthair Mix,Torbie,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Primavera,Adoption
A714821,Dog,Black Mouth Cur Mix,Fawn,Intact Female,Owner Surrender,Normal,1825.0,Adulto (3-7a),mix,Monocolor,Otoño,Adoption
A812162,Dog,Labrador Retriever/Great Pyrenees,Buff,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Monocolor,Invierno,Return to Owner
A578097,Cat,Siamese Mix,Lynx Point,Spayed Female,Stray,Sick,2190.0,Adulto (3-7a),mix,Monocolor,Invierno,At Risk
A715207,Dog,Labrador Retriever Mix,Black,Neutered Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Verano,Transfer
A768811,Dog,Labrador Retriever Mix,Brown/White,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Adoption
A754758,Dog,Staffordshire Mix,Brown/White,Spayed Female,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Otoño,Adoption
A766779,Dog,Labrador Retriever Mix,Black,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Return to Owner
A786843,Dog,Yorkshire Terrier/Chihuahua Shorthair,Cream,Intact Male,Stray,Normal,1825.0,Adulto (3-7a),purebred,Monocolor,Invierno,Adoption
A793828,Dog,Landseer,Black/White,Intact Male,Public Assist,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Primavera,Adoption
A731032,Dog,Pit Bull Mix,Blue/White,Spayed Female,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Adoption
A766556,Dog,Jack Russell Terrier Mix,Tan/White,Neutered Male,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Adoption
A742808,Cat,Domestic Shorthair Mix,Black/White,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Transfer
A693852,Dog,Australian Cattle Dog/Catahoula,Black/White,Intact Male,Public Assist,Normal,180.0,Joven (6m-1a),purebred,Bicolor,Invierno,Transfer
A784727,Dog,Chihuahua Shorthair/Dachshund,Black/Tan,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Otoño,Adoption
A769615,Cat,Domestic Medium Hair Mix,Tortie,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Primavera,Adoption
A802474,Cat,Domestic Shorthair Mix,Tortie,Intact Female,Stray,Normal,7.0,Cachorro (<6m),mix,Monocolor,Verano,Transfer
A762309,Dog,Bull Terrier Mix,White,Spayed Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Adoption
A717793,Dog,Cardigan Welsh Corgi/Pointer,Brown Brindle/White,Intact Male,Stray,Normal,30.0,Cachorro (<6m),purebred,Bicolor,Invierno,Adoption
A666820,Cat,Domestic Shorthair,Black,Intact Male,Public Assist,Normal,730.0,Adulto joven (1-3a),purebred,Monocolor,Otoño,Transfer
A810969,Dog,Labrador Retriever,White/White,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,Transfer
